autor,name_full,n,codigos
ariane moyses bravin,Ariane Moyses Bravin,1,"{""74082"": 8}"
ariel victor duarte e cruz,Ariel Victor Duarte e Cruz,2,"{""66715"": 1, ""66816"": 1}"
arise garcia de siqueira galil,Arise Garcia de Siqueira Galil,1,"{""73033"": 3}"
arlisson macedo rodrigues,Arlisson Macedo Rodrigues,1,"{""73960"": 3}"
arnon farias campos,Arnon Farias Campos,2,"{""73937"": 6, ""74098"": 7}"
arquimedes paixao de santana filho,Arquimedes Paixão de Santana Filho,1,"{""66445"": 2}"
arthur heinz miehrig,Arthur Heinz Miehrig,1,"{""74394"": 4}"
arthur ney alves donato,Arthur Ney Alves Donato,1,"{""73662"": 5}"
artur quintiliano bezerra,Artur Quintiliano Bezerra,1,"{""66659"": 2}"
artur quintiliano bezerra da silva,Artur Quintiliano Bezerra da Silva,4,"{""66565"": 7, ""66566"": 5, ""70607"": 1, ""72939"": 1}"
aryane bastos,Aryane Bastos,1,"{""73481"": 4}"
aryell david proenca,Aryell David Proença,2,"{""66646"": 2, ""66819"": 2}"
athila teles maya,Áthila Teles Maya,1,"{""73016"": 3}"
atos rodrigues campos,Atos Rodrigues Campos,2,"{""73590"": 7, ""73677"": 7}"
augusto mc farias,Augusto Mc Farias,2,"{""66352"": 6, ""66386"": 5}"
augustus cesar pinto de freitas,Augustus Cesar Pinto de Freitas,2,"{""72742"": 5, ""72822"": 4}"
auro buffani claudino,Auro Buffani Claudino,5,"{""66667"": 5, ""66804"": 5, ""66808"": 4, ""66835"": 4, ""73906"": 7}"
ayne fernandes sepulveda,Ayne Fernandes Sepulveda,1,"{""73388"": 4}"
barbara bruna abreu de castro,Bárbara Bruna Abreu de Castro,1,"{""66816"": 5}"
barbara bruna abreu de castro1,Bárbara Bruna Abreu de Castro1,1,"{""66596"": 2}"
barbara bruna castro,Bárbara Bruna Castro,1,"{""66587"": 4}"
barbara dornelas jones,Barbara Dornelas Jones,1,"{""73765"": 1}"
barbara ferreira cordeiro galvao,Barbara Ferreira Cordeiro Galvão,1,"{""66889"": 2}"
barbara gabriela gomes silva,Bárbara Gabriela Gomes Silva,3,"{""73644"": 3, ""74189"": 3, ""74360"": 2}"
barbara gomes caetano,Barbara Gomes Caetano,1,"{""73045"": 3}"
bartira e pinheiro da costa,Bartira e Pinheiro da Costa,1,"{""66377"": 4}"
bartira ercilia pinheiro da costa,Bartira Ercília Pinheiro da Costa,1,"{""66725"": 7}"
beata marie redublo quinto,Beata Marie Redublo Quinto,1,"{""66537"": 5}"
beatriz ballarin costa,Beatriz Ballarin Costa,2,"{""73685"": 4, ""73792"": 3}"
beatriz bertolaccini martinez,Beatriz Bertolaccini Martínez,2,"{""71672"": 7, ""71673"": 7}"
beatriz drobrzenski,Beatriz Drobrzenski,1,"{""66842"": 2}"
beatriz mendes alves,Beatriz Mendes Alves,8,"{""66666"": 2, ""66679"": 2, ""66684"": 8, ""66694"": 4, ""66706"": 7, ""66722"": 2, ""66728"": 4, ""66801"": 7}"
beatriz rett,Beatriz Rett,1,"{""73733"": 4}"
belisa marin alves,Belisa Marin Alves,2,"{""66317"": 6, ""66318"": 3}"
benedito greg cardoso damasceno,Benedito Greg Cardoso Damasceno,1,"{""66812"": 1}"
benedito jorge pereira,Benedito Jorge Pereira,7,"{""73023"": 5, ""73030"": 4, ""73304"": 2, ""73536"": 3, ""73578"": 5, ""73626"": 8, ""73652"": 8}"
benedito j pereira,Benedito J. Pereira,1,"{""73808"": 6}"
bengt lindholm,Bengt Lindholm,2,"{""73082"": 4, ""73173"": 7}"
bernadete jorge leal salgado,Bernadete Jorge Leal Salgado,1,"{""73095"": 7}"
bernardo augusto andrade lima,Bernardo Augusto Andrade Lima,1,"{""66715"": 6}"
bernardo duarte pessoa de carvalho silva,Bernardo Duarte Pessoa de Carvalho Silva,1,"{""73926"": 6}"
betania longo,Betânia Longo,1,"{""66354"": 3}"
betina novaes lisboa,Betina Novaes Lisboa,1,"{""73675"": 6}"
betine pinto moehlecke iser,Betine Pinto Moehlecke Iser,1,"{""73591"": 3}"
bianca castino,Bianca Castino,2,"{""73728"": 2, ""73733"": 3}"
bianca cristina cassao,Bianca Cristina Cassao,1,"{""66456"": 3}"
bianca de oliveira emsenhuber,Bianca de Oliveira Emsenhuber,1,"{""73062"": 3}"
bianca fernandes tavora arruda,Bianca Fernandes Távora Arruda,3,"{""66571"": 3, ""66604"": 4, ""73807"": 6}"
bianca garcez massignan,Bianca Garcez Massignan,1,"{""66439"": 1}"
bianca luna melo,Bianca Luna Melo,1,"{""74320"": 5}"
bianca matos de carvalho borges,Bianca Matos de Carvalho Borges,1,"{""66399"": 7}"
bianca nunes de almeida,Bianca Nunes de Almeida,4,"{""66872"": 1, ""66883"": 3, ""72950"": 1, ""74143"": 2}"
bianca porto aguiar de oliveira,Bianca Porto Aguiar de Oliveira,1,"{""66693"": 4}"
bianca pozza dos santos,Bianca Pozza dos Santos,1,"{""74388"": 4}"
bianca rafaela correia,Bianca Rafaela Correia,1,"{""73071"": 1}"
bianca ramos ferronatto,Bianca Ramos Ferronatto,1,"{""66853"": 4}"
bodo wanke,Bodo Wanke,1,"{""72830"": 7}"
brenda dos santos coutinho,Brenda dos Santos Coutinho,1,"{""72681"": 2}"
brenda fernanda pereira da silva,Brenda Fernanda Pereira da Silva,1,"{""74356"": 6}"
brenda goncalves donay,Brenda Gonçalves Donay,1,"{""66791"": 5}"
brenda lima da silveira,Brenda Lima da Silveira,1,"{""72949"": 1}"
brenda luiza de paiva,Brenda Luiza de Paiva,1,"{""66495"": 5}"
brenda luzia de paiva,Brenda Luzia de Paiva,3,"{""66618"": 5, ""66624"": 5, ""66681"": 4}"
brenno de sousa andrade,Brenno de Sousa Andrade,2,"{""66731"": 7, ""66792"": 6}"
breno bosi v brandao,Breno Bosi V. Brandão,1,"{""72621"": 8}"
breno brighenti ayusso,Breno Brighenti Ayusso,1,"{""72720"": 5}"
breno cotrim reis,Breno Cotrim Reis,1,"{""66544"": 5}"
breno de sousa santana,Breno de Sousa Santana,2,"{""66778"": 4, ""66797"": 4}"
bruma baptista,Bruma Baptista,1,"{""73658"": 2}"
bruna alonso saad,Bruna Alonso Saad,1,"{""73906"": 4}"
bruna beraldo,Bruna Beraldo,1,"{""72899"": 4}"
bruna bosquetti,Bruna Bosquetti,2,"{""66559"": 6, ""73558"": 3}"
bruna favero,Bruna Favero,1,"{""66791"": 6}"
bruna jaco lima samselski,Bruna Jacó Lima Samselski,1,"{""72676"": 1}"
bruna kempfer bassoli,Bruna Kempfer Bassoli,4,"{""72661"": 4, ""72662"": 4, ""72711"": 5, ""72713"": 5}"
bruna leticia ramos de araujo,Bruna Leticia Ramos de Araújo,1,"{""71781"": 4}"
bruna luiza braga pantoja,Bruna Luiza Braga Pantoja,4,"{""66638"": 5, ""66671"": 5, ""66674"": 5, ""66765"": 4}"
bruna luiza pantoja,Bruna Luiza Pantoja,1,"{""66665"": 4}"
bruna pessoa nobrega,Bruna Pessoa Nóbrega,2,"{""73665"": 2, ""73869"": 4}"
bruna rezende bonfim,Bruna Rezende Bonfim,1,"{""66466"": 2}"
bruna tavares uchoa dos santos,Bruna Tavares Uchoa dos Santos,1,"{""73374"": 6}"
bruna vieira zandonadi,Bruna Vieira Zandonadi,1,"{""66620"": 4}"
bruna visniauskas,Bruna Visniauskas,1,"{""66491"": 2}"
brunna laryssa barroso de sousa francelino,Brunna Laryssa Barroso de Sousa Francelino,1,"{""73746"": 2}"
brunna p. mello,Brunna P. Mello,1,"{""66533"": 3}"
brunna tavares de camargo simoes,Brunna Tavares de Camargo Simões,1,"{""73901"": 6}"
brunno pinheiro botelho,Brunno Pinheiro Botelho,1,"{""73045"": 4}"
bruno alves salvador,Bruno Alves Salvador,1,"{""73531"": 3}"
bruno ambrosio da rocha,Bruno Ambrósio da Rocha,1,"{""74006"": 3}"
bruno caldin da silva,Bruno Caldin da Silva,1,"{""73808"": 5}"
bruno caldin silva,Bruno Caldin Silva,1,"{""73639"": 8}"
bruno del bianco madureira,Bruno Del Bianco Madureira,5,"{""66492"": 3, ""66731"": 4, ""66792"": 4, ""73038"": 4, ""73494"": 4}"
bruno do valle pinheiro,Bruno do Valle Pinheiro,1,"{""66793"": 7}"
bruno evangelista de toledo,Bruno Evangelista de Toledo,1,"{""73027"": 6}"
bruno freire botelho,Bruno Freire Botelho,1,"{""66535"": 7}"
bruno henrique cassol,Bruno Henrique Cassol,1,"{""72626"": 4}"
bruno henrique dantas ribeiro,Bruno Henrique Dantas Ribeiro,1,"{""73062"": 1}"
bruno martins melo,Bruno Martins Melo,2,"{""73544"": 6, ""73805"": 3}"
bruno medeiros guio,Bruno Medeiros Guio,1,"{""66785"": 3}"
bruno moreira dos santos,Bruno Moreira dos Santos,3,"{""66864"": 4, ""70852"": 6, ""74175"": 6}"
bruno nogueira cesar,Bruno Nogueira César,5,"{""66474"": 4, ""66492"": 1, ""66549"": 1, ""72921"": 4, ""72941"": 4}"
bruno pires alves,Bruno Pires Alves,1,"{""72028"": 5}"
bruno praca brasil,Bruno Praça Brasil,3,"{""66401"": 5, ""66475"": 3, ""66476"": 4}"
bruno ribeiro de queiroz,Bruno Ribeiro de Queiróz,1,"{""73733"": 2}"
bruno scrok,Bruno Scrok,1,"{""74245"": 3}"
bruno seva pessoa,Bruno Sevá Pessoa,1,"{""66362"": 2}"
cacia mendes matos,Cácia Mendes Matos,1,"{""73565"": 6}"
caio de azevedo pessanha,Caio de Azevedo Pessanha,1,"{""66488"": 2}"
caio hirata,Caio Hirata,1,"{""66835"": 2}"
caio oliveira bastos,Caio Oliveira Bastos,5,"{""72966"": 6, ""73644"": 4, ""74213"": 2, ""74320"": 4, ""74360"": 1}"
caleb de oliveira flores,Caleb de Oliveira Flores,2,"{""72976"": 1, ""72979"": 3}"
camila albuquerque alves,Camila Albuquerque Alves,1,"{""71601"": 4}"
camila alves pereira barros,Camila Alves Pereira Barros,1,"{""66428"": 3}"
camila barbosa araujo,Camila Barbosa Araujo,3,"{""66571"": 5, ""66604"": 5, ""73807"": 3}"
camila barbosa silva,Camila Barbosa Silva,1,"{""72698"": 5}"
camila borges bezerra teixeira,Camila Borges Bezerra Teixeira,5,"{""66549"": 2, ""66731"": 5, ""66792"": 5, ""72941"": 2, ""73038"": 5}"
camila cardoso metran,Camila Cardoso Metran,2,"{""73883"": 3, ""74265"": 3}"
camila carolina lenz welter,Camila Carolina Lenz Welter,1,"{""73683"": 3}"
camila cavalheiro,Camila Cavalheiro,1,"{""73733"": 5}"
camila costa souza,Camila Costa Souza,1,"{""66796"": 8}"
camila eleuterio rodrigues,Camila Eleutério Rodrigues,2,"{""72537"": 7, ""72540"": 6}"
camila e. rodrigues,Camila e Rodrigues,1,"{""73079"": 4}"
camila farias,Camila Farias,3,"{""68817"": 6, ""72678"": 1, ""72726"": 6}"
camila grotta de farias,Camila Grotta de Farias,1,"{""72889"": 2}"
camila hubner costabile wendt,Camila Hübner Costabile Wendt,1,"{""66701"": 5}"
camila monique bezerra ximenes,Camila Monique Bezerra Ximenes,6,"{""66285"": 1, ""66286"": 1, ""66328"": 2, ""66551"": 5, ""66636"": 5, ""66650"": 5}"
camila monique ximenes,Camila Monique Ximenes,1,"{""73746"": 5}"
camila nunes oliveira,Camila Nunes Oliveira,1,"{""66537"": 2}"
camila pureza guimaraes da silva,Camila Pureza Guimarães da Silva,1,"{""74281"": 2}"
camila rodrigues durando,Camila Rodrigues Durando,2,"{""66802"": 5, ""66889"": 5}"
camila rohr coutinho elmor miguel,Camila Rohr Coutinho Elmôr Miguel,2,"{""66413"": 6, ""66451"": 1}"
camila silveira,Camila Silveira,1,"{""71673"": 6}"
camila soldon braga,Camila Soldon Braga,1,"{""73730"": 4}"
camila tavanny pinheiro mendes,Camila Tavanny Pinheiro Mendes,2,"{""73404"": 3, ""73546"": 5}"
camila teles novais,Camila Teles Novais,4,"{""66544"": 1, ""66573"": 1, ""66717"": 2, ""66720"": 3}"
camila torres da silva,Camila Torres da Silva,1,"{""66654"": 5}"
camilla vieira de reboucas,Camilla Vieira de Rebouças,1,"{""66702"": 4}"
camille pereira caetano,Camille Pereira Caetano,3,"{""72358"": 2, ""73919"": 2, ""73960"": 2}"
carina tramonti de souza,Carina Tramonti de Souza,1,"{""72028"": 6}"
carina tramonti souza,Carina Tramonti Souza,1,"{""72029"": 6}"
carina vieira de oliveira rocha,Carina Vieira de Oliveira Rocha,7,"{""66495"": 6, ""66546"": 6, ""66618"": 6, ""66624"": 6, ""66633"": 2, ""66681"": 6, ""66693"": 3}"
carla aline fernandes satiro,Carla Aline Fernandes Satiro,1,"{""74160"": 1}"
carla beatriz bezerra melo,Carla Beatriz Bezerra Melo,1,"{""72674"": 2}"
carla de oliveira alves,Carla de Oliveira Alves,1,"{""74142"": 5}"
carla feitosa do valle,Carla Feitosa do Valle,1,"{""73828"": 2}"
carla hilario da cunha daltro,Carla Hilário da Cunha Daltro,1,"{""66682"": 5}"
carla patricia carlos,Carla Patrícia Carlos,2,"{""66402"": 8, ""66532"": 8}"
carla santos,Carla Santos,1,"{""73205"": 5}"
carla viegas,Carla Viegas,1,"{""72930"": 3}"
carlos alberto angarita jaime,Carlos Alberto Angarita Jaime,2,"{""73717"": 4, ""74242"": 4}"
carlos alberto balda,Carlos Alberto Balda,2,"{""66731"": 2, ""71638"": 7}"
carlos alberto chalabi calazans,Carlos Alberto Chalabi Calazans,2,"{""72699"": 8, ""72701"": 3}"
carlos alberto da cunha junior,Carlos Alberto da Cunha Junior,2,"{""66565"": 1, ""66566"": 1}"
carlos alexandre de amorim garcia,Carlos Alexandre de Amorim Garcia,1,"{""66565"": 3}"
carlos alexandre de amorim garcia filho,Carlos Alexandre de Amorim Garcia Filho,1,"{""66565"": 4}"
carlos eduardo andrade fioroti,Carlos Eduardo Andrade Fioroti,2,"{""66796"": 5, ""66872"": 4}"
carlos eduardo beteille,Carlos Eduardo Beteille,1,"{""66535"": 8}"
carlos eduardo lopes soares,Carlos Eduardo Lopes Soares,1,"{""66685"": 3}"
carlos eduardo poli de figueiredo,Carlos Eduardo Poli de Figueiredo,1,"{""66725"": 8}"
carlos eduardo poli-de-figueiredo,Carlos Eduardo Poli-De-Figueiredo,1,"{""66377"": 5}"
carlos eduardo rochitte,Carlos Eduardo Rochitte,1,"{""73749"": 4}"
carlos henrique silva diniz,Carlos Henrique Silva Diniz,1,"{""74150"": 8}"
carlos perez gomes,Carlos Perez Gomes,10,"{""66222"": 1, ""66223"": 1, ""66247"": 8, ""66303"": 4, ""66421"": 3, ""66486"": 2, ""66711"": 7, ""66726"": 5, ""72691"": 3, ""72992"": 5}"
carlos rafael de almeida felipe,Carlos Rafael de Almeida Felipe,1,"{""72667"": 6}"
carlos roberto caires lima filho,Carlos Roberto Caires Lima Filho,1,"{""72929"": 2}"
carlos tadeu bichini guardia,Carlos Tadeu Bichini Guardia,2,"{""66579"": 2, ""66585"": 1}"
carmen tzanno branco martins,Carmen Tzanno Branco Martins,2,"{""73682"": 8, ""73698"": 8}"
carolina baroni ronchi pastorelli,Carolina Baroni Ronchi Pastorelli,2,"{""73393"": 4, ""74043"": 2}"
carolina beatriz da silva souza,Carolina Beatriz da Silva Souza,1,"{""66763"": 4}"
carolina caruccio montanari,Carolina Caruccio Montanari,3,"{""72733"": 2, ""72734"": 6, ""72735"": 6}"
carolina de oliveira deperon,Carolina de Oliveira Deperon,1,"{""73606"": 5}"
carolina frade magalhaes giradin pimentel,Carolina Frade Magalhaes Giradin Pimentel,2,"{""66578"": 4, ""67176"": 3}"
carolina honorato araujo,Carolina Honorato Araujo,1,"{""66457"": 1}"
carolina lacorte galina,Carolina Lacorte Galina,1,"{""66646"": 5}"
carolina lofti saab,Carolina Lofti Saab,1,"{""73770"": 2}"
carolina maria pozzi,Carolina Maria Pozzi,1,"{""73168"": 3}"
carolina noronha lechiu,Carolina Noronha Lechiu,4,"{""66441"": 5, ""66760"": 5, ""66830"": 2, ""66878"": 5}"
carolina pinheiro de almeida bastos,Carolina Pinheiro de Almeida Bastos,1,"{""66535"": 4}"
carolina sa nascimento,Carolina Sá Nascimento,2,"{""66664"": 5, ""66672"": 5}"
carolina silva vieites,Carolina Silva Vieites,1,"{""66466"": 1}"
carolina urbini dos santos,Carolina Urbini dos Santos,1,"{""73313"": 2}"
caroline assuncao oliveira,Caroline Assunção Oliveira,2,"{""72969"": 1, ""72976"": 2}"
caroline azevedo martins,Caroline Azevedo Martins,2,"{""66711"": 6, ""66726"": 4}"
caroline guimaraes da fonseca,Caroline Guimarães da Fonseca,2,"{""73731"": 3, ""74007"": 3}"
caroline jardim da silva,Caroline Jardim da Silva,1,"{""73045"": 1}"
caroline martinelli,Caroline Martinelli,1,"{""66553"": 1}"
caroline sartori ortega,Caroline Sartori Ortega,1,"{""73672"": 2}"
caroline sugimoto ondani,Caroline Sugimoto Ondani,1,"{""73023"": 1}"
caroline vilas boas de melo,Caroline Vilas Boas de Melo,1,"{""73459"": 8}"
carol machado ferrer,Carol Machado Férrer,1,"{""66857"": 3}"
cassia aparecida da silva,Cássia Aparecida da Silva,1,"{""66470"": 7}"
cassia cilane da cunha,Cássia Cilane da Cunha,1,"{""74131"": 5}"
cassia gomes da silveira santos,Cassia Gomes da Silveira Santos,1,"{""74245"": 7}"
cassiano faria goncalves de albuquerque,Cassiano Faria Gonçalves de Albuquerque,1,"{""73136"": 2}"
cassiano goncalves de albuquerque,Cassiano Gonçalves de Albuquerque,1,"{""73139"": 3}"
cassio jose de oliveira rodrigues,Cassio José de Oliveira Rodrigues,2,"{""73675"": 8, ""73844"": 4}"
catarina eusebio,Catarina Eusébio,1,"{""66687"": 4}"
catarina isabel pereira eusebio,Catarina Isabel Pereira Eusébio,1,"{""66648"": 4}"
celia maria viana novelino,Célia Maria Viana Novelino,1,"{""74394"": 2}"
celia regina cavichiolo franco,Célia Regina Cavichiolo Franco,1,"{""66559"": 2}"
celi melo girao,Celi Melo Girão,2,"{""66440"": 8, ""66441"": 7}"
centros do estudo adere brasil,Centros do Estudo Adere Brasil,1,"{""66663"": 6}"
cesar augusto favero,Cesar Augusto Favero,1,"{""72620"": 6}"
cesar augusto madid truyts,Cesar Augusto Madid Truyts,1,"{""74013"": 1}"
cesar truyts,Cesar Truyts,1,"{""73666"": 2}"
cezar henrique lorenzi,Cezar Henrique Lorenzi,3,"{""66842"": 1, ""72610"": 6, ""73086"": 6}"
charel de matos neves,Charel de Matos Neves,1,"{""72733"": 3}"
christiane ishikawa ramos,Christiane Ishikawa Ramos,1,"{""73053"": 2}"
christian evangelista garcia,Christian Evangelista Garcia,1,"{""73954"": 8}"
christian pinheiro teixeira,Christian Pinheiro Teixeira,1,"{""73787"": 5}"
christine zomer dal molin,Christine Zomer Dal Molin,4,"{""66554"": 2, ""66558"": 1, ""66564"": 4, ""66568"": 1}"
christopher j yates,Christopher J. Yates,2,"{""66590"": 3, ""66601"": 3}"
cibele isaac saad rodrigues,Cibele Isaac Saad Rodrigues,1,"{""73564"": 3}"
cicero marcolino da silva junior,Cicero Marcolino da Silva Junior,1,"{""73092"": 6}"
cicero rodrigo medeiros alves,Cícero Rodrigo Medeiros Alves,3,"{""66474"": 5, ""73490"": 3, ""73494"": 3}"
cidcley nascimento cabral,Cidcley Nascimento Cabral,4,"{""72639"": 8, ""72742"": 2, ""72822"": 1, ""72916"": 8}"
cinara barros de sa,Cinara Barros de Sá,2,"{""66651"": 4, ""66660"": 8}"
cinthia da costa abreu,Cinthia da Costa Abreu,1,"{""73170"": 1}"
cinthia dalasta caetano fujii,Cinthia Dalasta Caetano Fujii,1,"{""66710"": 6}"
cinthia esbrile moraes carbonara,Cinthia Esbrile Moraes Carbonara,1,"{""73690"": 6}"
cinthia kruger sobral vieira,Cinthia Kruger Sobral Vieira,2,"{""72956"": 1, ""72987"": 2}"
cinthia montenegro teixeira,Cinthia Montenegro Teixeira,1,"{""66492"": 6}"
cintia fernandes souza,Cintia Fernandes Souza,1,"{""73170"": 3}"
cintia henriqueta a oliveira,Cintia Henriqueta A. Oliveira,1,"{""72621"": 2}"
cintia lourenco santos,Cíntia Lourenço Santos,1,"{""72675"": 4}"
ciomar aparecida bersani amado,Ciomar Aparecida Bersani Amado,1,"{""74006"": 7}"
ciro bruno silveira costa,Ciro Bruno Silveira Costa,2,"{""66408"": 7, ""66773"": 7}"
ciro bruno siqueira costa,Ciro Bruno Siqueira Costa,1,"{""66628"": 8}"
clara ennes teixeira,Clara Ennes Teixeira,1,"{""73346"": 1}"
clara e. teixeira,Clara e Teixeira,1,"{""72609"": 8}"
clarissa ferreira lobo,Clarissa Ferreira Lobo,1,"{""66448"": 5}"
clarissa perdigao mello,Clarissa Perdigão Mello,1,"{""66586"": 7}"
clarissa silva ribeiro,Clarissa Silva Ribeiro,1,"{""73805"": 5}"
clarisse hoffmann silva,Clarisse Hoffmann Silva,1,"{""72768"": 5}"
clarrisa silva ribeiro,Clarrisa Silva Ribeiro,1,"{""73544"": 4}"
claudia azevedo ribeiro,Claudia Azevedo Ribeiro,3,"{""66251"": 3, ""66756"": 2, ""66774"": 3}"
claudia cristina aluizio,Claudia Cristina Aluizio,1,"{""72987"": 8}"
claudia fagundes goncalves pereira,Claudia Fagundes Gonçalves Pereira,1,"{""66669"": 6}"
claudia felipe,Claudia Felipe,1,"{""72899"": 5}"
claudia goncalves fagundes pereira,Claudia Gonçalves Fagundes Pereira,1,"{""66592"": 5}"
claudia goncalves fgundes pereira,Claudia Gonçalves Fgundes Pereira,1,"{""66577"": 7}"
claudia maria costa de oliveira,Cláudia Maria Costa de Oliveira,8,"{""66500"": 2, ""66676"": 7, ""66704"": 7, ""66729"": 7, ""66760"": 3, ""66857"": 7, ""73272"": 3, ""73290"": 5}"
claudia maria de andrade equi,Claudia Maria de Andrade Equi,1,"{""66486"": 3}"
claudia maria de barros helou,Claudia Maria de Barros Helou,1,"{""73686"": 4}"
claudia maria marinho de almeida franco,Claudia Maria Marinho de Almeida Franco,4,"{""66285"": 7, ""66328"": 1, ""66636"": 4, ""66650"": 4}"
claudia maria pereira alves,Claúdia Maria Pereira Alves,1,"{""71598"": 8}"
claudia murta oliveira,Claudia Murta Oliveira,1,"{""73913"": 3}"
claudiane soares martins teixeira,Claudiane Soares Martins Teixeira,1,"{""73254"": 7}"
claudia ribeiro,Cláudia Ribeiro,4,"{""66723"": 3, ""66741"": 6, ""66834"": 3, ""73018"": 2}"
claudia rosso felipe,Cláudia Rosso Felipe,2,"{""68572"": 3, ""72780"": 5}"
claudia teresa bento,Cláudia Teresa Bento,2,"{""66595"": 3, ""66785"": 4}"
claudia totoli,Claudia Tótoli,1,"{""72698"": 4}"
cleiton jose de souza,Cleiton José de Souza,3,"{""72933"": 5, ""73020"": 7, ""73254"": 4}"
cleodice alves martins,Cleodice Alves Martins,8,"{""66397"": 4, ""66398"": 4, ""66539"": 3, ""66540"": 3, ""66561"": 4, ""66575"": 3, ""66759"": 3, ""68585"": 3}"
cleria marta santos de carvalho,Cleria Marta Santos de Carvalho,1,"{""72699"": 5}"
cleyton zanardo de oliveira,Cleyton Zanardo de Oliveira,2,"{""66547"": 3, ""66570"": 5}"
clotilde druck garcia,Clotilde Druck Garcia,1,"{""72630"": 7}"
conrado lysandro rodrigues gomes,Conrado Lysandro Rodrigues Gomes,3,"{""66535"": 1, ""73336"": 1, ""73513"": 5}"
constanca margarida sampaio cruz,Constança Margarida Sampaio Cruz,2,"{""66826"": 6, ""72965"": 6}"
constanza alvarez camilo,Constanza Alvarez Camilo,1,"{""66620"": 5}"
cristiana da costa luciano,Cristiana da Costa Luciano,1,"{""66628"": 3}"
cristiane alves villela nogueira,Cristiane Alves Villela Nogueira,1,"{""66486"": 7}"
cristiane bitencourt dias,Cristiane Bitencourt Dias,1,"{""72744"": 4}"
cristiane fagundes de souza fonseca,Cristiane Fagundes de Souza Fonseca,2,"{""74016"": 1, ""74049"": 1}"
cristiane melo guedes,Cristiane Melo Guedes,1,"{""66535"": 2}"
cristiane paiva gadelha de andrade,Cristiane Paiva Gadêlha de Andrade,1,"{""73811"": 1}"
cristiane saraiva maia,Cristiane Saraiva Maia,3,"{""66387"": 3, ""66401"": 7, ""66473"": 4}"
cristiano goncalves morais,Cristiano Gonçalves Morais,2,"{""72676"": 3, ""72683"": 1}"
